charlie-render-conformance/v1
# render-conformance ratchet: 542/542 cells Match (the rest are surfaced Diverge FACTS — see conformance/render/PROVENANCE.md)
# columns: VERDICT<TAB>key[<TAB>detail]
MATCH	aggregation/Sales!A1
MATCH	aggregation/Sales!A10
MATCH	aggregation/Sales!A11
MATCH	aggregation/Sales!A12
MATCH	aggregation/Sales!A13
MATCH	aggregation/Sales!A14
MATCH	aggregation/Sales!A2
MATCH	aggregation/Sales!A3
MATCH	aggregation/Sales!A4
MATCH	aggregation/Sales!A5
MATCH	aggregation/Sales!A6
MATCH	aggregation/Sales!A7
MATCH	aggregation/Sales!A8
MATCH	aggregation/Sales!A9
MATCH	aggregation/Sales!B1
MATCH	aggregation/Sales!B10
MATCH	aggregation/Sales!B11
MATCH	aggregation/Sales!B12
MATCH	aggregation/Sales!B13
MATCH	aggregation/Sales!B2
MATCH	aggregation/Sales!B3
MATCH	aggregation/Sales!B4
MATCH	aggregation/Sales!B5
MATCH	aggregation/Sales!B6
MATCH	aggregation/Sales!B7
MATCH	aggregation/Sales!B8
MATCH	aggregation/Sales!B9
MATCH	aggregation/Sales!C1
MATCH	aggregation/Sales!C10
MATCH	aggregation/Sales!C11
MATCH	aggregation/Sales!C12
MATCH	aggregation/Sales!C13
MATCH	aggregation/Sales!C2
MATCH	aggregation/Sales!C3
MATCH	aggregation/Sales!C4
MATCH	aggregation/Sales!C5
MATCH	aggregation/Sales!C6
MATCH	aggregation/Sales!C7
MATCH	aggregation/Sales!C8
MATCH	aggregation/Sales!C9
MATCH	aggregation/Sales!D1
MATCH	aggregation/Sales!D10
MATCH	aggregation/Sales!D11
MATCH	aggregation/Sales!D12
MATCH	aggregation/Sales!D13
MATCH	aggregation/Sales!D14
MATCH	aggregation/Sales!D2
MATCH	aggregation/Sales!D3
MATCH	aggregation/Sales!D4
MATCH	aggregation/Sales!D5
MATCH	aggregation/Sales!D6
MATCH	aggregation/Sales!D7
MATCH	aggregation/Sales!D8
MATCH	aggregation/Sales!D9
MATCH	aggregation/Sales!E1
MATCH	aggregation/Sales!E10
MATCH	aggregation/Sales!E11
MATCH	aggregation/Sales!E12
MATCH	aggregation/Sales!E13
MATCH	aggregation/Sales!E14
MATCH	aggregation/Sales!E2
